Term1_avg,Term2_avg,Seq5_score,Attendance_percentage,Study_hours_per_day,Homework_completion,Extra_lessons,Class_participation,Sleep_hours,Parental_support,Teacher_quality,Peer_influence,Access_to_resources,Family_income,Internet_access,School_type,Learning_disabilities,Physical_activity,Pass
82,82,82,98,1.4285714285714286,50,2,1,6,1,1.0,2,1,2,1,0,0,2,1
52,52,52,92,3.2857142857142856,115,1,2,9,1,1.0,2,2,2,1,1,0,2,1
67,67,67,67,2.857142857142857,100,1,2,6,2,2.0,2,2,1,1,0,1,2,0
57,57,57,76,3.2857142857142856,115,1,2,7,1,1.0,0,1,1,1,0,0,3,0
61,61,61,74,3.0,105,0,0,6,1,1.0,2,2,0,0,1,0,4,0
69,69,69,92,4.0,140,4,1,10,0,1.0,1,1,0,1,0,0,4,1
75,75,75,80,3.0,105,3,2,7,1,2.0,1,2,1,1,1,0,2,1
55,55,55,65,2.4285714285714284,85,2,1,5,0,1.0,2,0,0,1,0,0,3,0
55,55,55,90,3.0,105,1,2,7,2,2.0,1,1,0,1,0,0,4,1
84,84,84,76,3.2857142857142856,115,2,2,8,1,1.0,2,1,2,1,0,0,4,1
70,70,70,71,2.857142857142857,100,0,2,7,1,2.0,0,1,2,1,0,0,4,0
59,59,59,75,2.857142857142857,100,2,1,6,1,1.0,0,0,1,1,0,0,1,0
62,62,62,80,2.2857142857142856,80,0,0,9,2,1.0,1,2,2,1,0,0,4,1
86,86,86,74,2.2857142857142856,80,1,0,9,0,1.0,1,1,0,1,1,0,2,0
53,53,53,70,1.7142857142857142,60,2,1,5,1,1.0,2,2,0,1,1,0,3,0
75,75,75,76,4.285714285714286,150,3,0,6,1,1.0,2,1,2,1,0,0,3,1
68,68,68,61,1.8571428571428572,65,1,0,7,2,1.0,1,0,1,0,0,0,2,0
91,91,91,91,2.2857142857142856,80,1,1,6,1,1.0,1,1,1,1,0,0,2,1
90,90,90,67,2.2857142857142856,80,1,2,8,1,0.0,1,2,2,1,0,0,4,0
84,84,84,62,3.5714285714285716,125,2,0,10,1,1.0,2,1,0,1,0,0,3,0
69,69,69,86,2.5714285714285716,90,2,0,6,2,2.0,2,0,1,1,0,0,2,1
82,82,82,91,3.857142857142857,135,0,1,9,0,0.0,1,2,0,1,0,0,1,1
82,82,82,93,2.2857142857142856,80,5,0,5,1,1.0,2,1,2,1,0,0,1,1
67,67,67,80,3.142857142857143,110,2,0,8,0,0.0,2,1,0,1,1,0,2,0
94,94,94,68,2.142857142857143,75,0,0,6,0,2.0,1,1,1,1,0,0,5,0
99,99,99,89,4.714285714285714,165,2,1,8,0,2.0,2,1,2,1,1,0,4,1
66,66,66,88,1.8571428571428572,65,1,0,4,2,2.0,2,1,0,1,0,0,4,0
90,90,90,70,3.142857142857143,110,1,2,5,1,2.0,1,2,1,1,0,0,3,1
75,75,75,96,3.4285714285714284,120,1,0,8,2,1.0,2,2,1,1,0,0,1,1
73,73,73,64,3.142857142857143,110,3,2,6,1,1.0,2,1,1,1,0,0,4,0
69,69,69,99,2.7142857142857144,95,1,1,7,2,1.0,2,1,2,1,0,0,3,1
65,65,65,94,2.7142857142857144,95,1,2,10,1,2.0,0,0,0,1,0,0,3,1
96,96,96,88,2.857142857142857,100,0,0,7,0,2.0,2,0,2,1,0,0,3,1
87,87,87,98,2.7142857142857144,95,0,1,8,1,1.0,0,1,1,1,1,0,6,1
72,72,72,89,3.7142857142857144,130,1,2,6,1,1.0,1,1,0,1,0,1,3,1
88,88,88,68,4.714285714285714,165,2,1,5,1,1.0,0,0,0,1,0,0,1,0
86,86,86,78,2.4285714285714284,85,0,1,7,1,0.0,1,1,0,0,0,0,3,0
63,63,63,63,1.7142857142857142,60,4,0,5,1,1.0,2,2,0,1,1,0,2,0
59,59,59,76,2.7142857142857144,95,1,1,6,1,1.0,1,2,1,1,0,0,3,0
92,92,92,90,5.0,175,0,0,7,2,1.0,1,1,0,0,1,0,4,1
91,91,91,75,2.142857142857143,75,0,2,7,1,2.0,1,2,1,1,0,0,3,0
100,100,100,73,4.285714285714286,150,2,1,8,2,2.0,1,1,2,1,0,0,2,1
51,51,51,84,4.285714285714286,150,1,0,8,2,1.0,2,1,0,1,0,1,4,1
77,77,77,95,2.4285714285714284,85,2,1,5,0,1.0,2,2,1,1,0,0,4,1
85,85,85,62,3.2857142857142856,115,1,1,6,0,1.0,0,2,0,1,0,1,3,0
79,79,79,75,4.285714285714286,150,0,0,4,1,1.0,0,1,1,1,0,0,4,0
86,86,86,66,2.5714285714285716,90,0,1,6,1,1.0,2,1,2,1,0,0,2,0
57,57,57,88,2.7142857142857144,95,1,0,8,1,0.0,0,2,1,0,1,0,4,0
50,50,50,64,2.4285714285714284,85,2,1,9,1,2.0,2,1,0,1,0,0,4,0
55,55,55,87,2.0,70,2,1,7,1,2.0,2,1,0,1,1,0,4,1
69,69,69,71,2.2857142857142856,80,1,1,9,1,1.0,1,2,0,1,0,0,4,0
66,66,66,68,1.8571428571428572,65,0,1,8,0,0.0,1,0,1,1,0,1,4,0
94,94,94,97,2.857142857142857,100,1,2,7,2,1.0,0,1,1,1,0,0,1,1
54,54,54,61,2.142857142857143,75,0,1,6,1,2.0,1,2,2,1,1,0,2,0
72,72,72,78,3.0,105,1,1,4,1,2.0,1,1,1,1,0,0,4,1
98,98,98,61,1.5714285714285714,55,0,2,9,1,2.0,0,1,1,1,0,0,2,0
75,75,75,79,3.142857142857143,110,1,0,7,0,2.0,1,1,0,1,1,0,3,0
57,57,57,80,3.5714285714285716,125,2,0,9,1,2.0,2,1,0,1,0,0,3,1
65,65,65,73,1.1428571428571428,40,1,2,6,0,1.0,1,1,0,1,0,0,4,0
81,81,81,65,3.142857142857143,110,1,1,10,0,0.0,1,0,0,1,1,0,3,0
51,51,51,75,3.857142857142857,135,1,2,7,1,0.0,0,1,1,1,0,0,2,0
98,98,98,87,1.8571428571428572,65,0,0,6,0,2.0,2,1,2,1,0,1,3,0
78,78,78,91,4.285714285714286,150,3,2,7,1,1.0,2,1,1,1,1,0,2,1
85,85,85,81,3.2857142857142856,115,0,0,7,1,1.0,2,1,1,1,0,0,4,1
75,75,75,84,2.2857142857142856,80,2,2,7,0,1.0,0,1,1,1,0,0,3,0
98,98,98,68,2.857142857142857,100,0,2,6,0,2.0,0,1,0,1,0,0,4,0
79,79,79,71,3.2857142857142856,115,2,1,4,2,1.0,2,1,0,0,0,0,3,0
83,83,83,66,2.857142857142857,100,2,1,6,0,1.0,1,1,0,1,1,0,3,0
93,93,93,70,3.2857142857142856,115,0,1,9,1,2.0,1,2,0,1,0,1,2,0
93,93,93,69,2.0,70,2,0,6,1,1.0,1,2,0,0,1,0,0,0
51,51,51,81,3.0,105,0,1,4,2,1.0,2,1,1,1,1,0,2,0
64,64,64,83,1.7142857142857142,60,1,1,5,2,1.0,0,0,2,1,1,0,2,0
62,62,62,98,2.7142857142857144,95,1,2,7,2,2.0,1,0,0,1,0,0,2,1
50,50,50,68,2.142857142857143,75,2,2,6,1,0.0,1,1,2,1,0,0,3,0
94,94,94,86,2.2857142857142856,80,2,1,7,2,2.0,1,1,0,1,0,0,3,1
66,66,66,93,3.857142857142857,135,2,1,6,1,1.0,0,0,1,1,0,0,3,1
67,67,67,82,3.857142857142857,135,1,0,9,1,2.0,1,1,0,1,1,0,2,1
55,55,55,70,3.4285714285714284,120,4,1,8,1,2.0,2,2,0,1,0,0,4,1
99,99,99,71,1.8571428571428572,65,0,1,10,1,1.0,1,1,0,1,0,0,3,0
91,91,91,62,2.5714285714285716,90,4,2,6,0,1.0,1,2,0,0,1,0,1,0
79,79,79,72,3.857142857142857,135,2,1,7,0,2.0,2,0,2,1,0,0,2,1
89,89,89,90,3.0,105,1,0,9,2,0.0,1,0,0,1,0,0,2,0
89,89,89,62,4.857142857142857,170,3,0,8,2,1.0,1,0,0,1,1,0,4,1
83,83,83,69,3.142857142857143,110,1,1,6,1,1.0,2,2,0,1,0,0,2,0
59,59,59,88,3.0,105,2,0,8,1,1.0,0,1,1,0,1,0,1,0
86,86,86,91,2.5714285714285716,90,1,2,8,2,1.0,1,1,1,1,0,1,4,1
78,78,78,78,3.0,105,2,1,4,2,1.0,0,1,2,1,1,0,3,1
86,86,86,88,2.7142857142857144,95,4,1,6,1,1.0,2,2,1,1,0,1,3,1
77,77,77,76,3.4285714285714284,120,3,1,7,1,1.0,0,1,1,1,1,0,4,1
98,98,98,66,3.7142857142857144,130,2,1,9,0,1.0,1,1,0,1,0,0,2,0
81,81,81,76,2.142857142857143,75,2,1,8,1,1.0,1,2,0,1,1,0,4,0
79,79,79,83,1.7142857142857142,60,1,1,6,1,0.0,1,1,2,1,0,0,4,0
92,92,92,98,1.2857142857142858,45,0,1,6,1,1.0,1,1,1,1,0,0,5,0
69,69,69,63,3.2857142857142856,115,2,2,8,1,0.0,0,1,1,1,0,1,4,0
66,66,66,80,1.8571428571428572,65,2,2,4,0,1.0,0,2,0,1,0,0,2,0
75,75,75,73,1.0,35,3,1,6,2,1.0,1,1,0,1,0,0,3,0
79,79,79,80,3.142857142857143,110,0,2,9,0,1.0,1,0,1,1,1,0,3,0
61,61,61,61,5.0,175,2,0,7,1,1.0,2,2,1,1,1,1,4,1
84,84,84,73,2.857142857142857,100,0,2,6,2,1.0,2,1,1,1,0,0,3,0
90,90,90,93,3.5714285714285716,125,1,0,5,1,1.0,2,2,1,1,0,0,2,1
79,79,79,82,2.857142857142857,100,1,0,8,1,1.0,2,1,0,1,0,0,4,0
76,76,76,78,2.7142857142857144,95,2,2,7,1,0.0,1,1,1,1,0,0,3,0
65,65,65,71,3.7142857142857144,130,1,1,7,2,1.0,2,0,0,1,0,0,3,0
95,95,95,72,2.5714285714285716,90,1,1,8,2,1.0,0,2,1,1,0,0,4,0
88,88,88,75,3.142857142857143,110,0,0,7,1,1.0,1,1,0,1,1,0,3,0
74,74,74,93,3.142857142857143,110,2,0,7,2,2.0,0,1,1,1,0,0,3,1
83,83,83,99,2.2857142857142856,80,0,0,5,0,2.0,1,1,0,1,1,0,4,1
67,67,67,78,3.7142857142857144,130,1,0,5,2,2.0,0,2,2,1,1,0,3,1
53,53,53,76,2.7142857142857144,95,1,1,8,2,1.0,0,1,1,1,0,0,4,0
60,60,60,94,2.142857142857143,75,2,1,8,1,1.0,1,0,1,1,0,0,4,0
54,54,54,77,3.2857142857142856,115,1,1,8,2,1.0,0,2,0,1,0,0,3,0
75,75,75,82,2.142857142857143,75,1,1,6,1,0.0,2,2,1,1,0,0,3,0
81,81,81,69,2.857142857142857,100,2,2,8,1,1.0,2,1,1,1,0,0,4,0
69,69,69,90,2.857142857142857,100,2,1,6,2,2.0,1,2,2,1,0,0,3,1
77,77,77,81,3.857142857142857,135,1,0,9,1,2.0,1,0,1,1,0,0,4,1
54,54,54,92,3.2857142857142856,115,3,2,6,1,1.0,2,0,1,1,0,1,2,1
88,88,88,91,2.857142857142857,100,1,1,6,1,1.0,2,1,0,1,0,0,4,1
52,52,52,69,3.5714285714285716,125,1,2,7,2,1.0,2,0,0,1,0,0,4,0
82,82,82,89,4.0,140,0,1,8,2,1.0,0,2,1,1,0,0,3,1
72,72,72,92,3.2857142857142856,115,0,1,7,1,1.0,1,2,0,1,0,0,4,1
59,59,59,74,2.857142857142857,100,5,0,7,1,1.0,2,1,2,1,0,0,4,1
76,76,76,67,1.7142857142857142,60,1,2,6,2,1.0,0,2,0,1,0,0,2,0
89,89,89,60,2.0,70,2,0,7,1,1.0,1,0,1,1,0,0,3,0
71,71,71,78,2.5714285714285716,90,3,0,7,2,1.0,1,1,1,1,0,0,4,0
68,68,68,74,2.2857142857142856,80,2,0,6,2,1.0,1,2,1,1,0,0,4,0
57,57,57,82,2.7142857142857144,95,1,1,7,1,1.0,1,2,1,1,0,0,3,0
80,80,80,68,2.857142857142857,100,0,0,7,1,1.0,1,1,0,1,1,0,4,0
91,91,91,94,3.2857142857142856,115,1,2,10,1,1.0,1,0,1,1,0,0,3,1
78,78,78,70,2.857142857142857,100,0,2,6,1,1.0,2,1,1,1,1,0,2,0
58,58,58,69,3.2857142857142856,115,0,2,6,1,1.0,1,1,1,1,0,0,1,0
83,83,83,79,2.857142857142857,100,2,2,7,2,1.0,2,1,1,1,0,0,2,1
52,52,52,80,1.1428571428571428,40,2,2,6,2,1.0,2,0,1,1,0,0,1,0
92,92,92,69,2.0,70,3,2,5,1,0.0,0,1,0,1,0,0,2,0
96,96,96,71,2.7142857142857144,95,2,2,5,2,1.0,1,2,0,1,1,1,0,0
80,80,80,67,1.8571428571428572,65,1,2,6,1,2.0,0,1,0,1,0,0,2,0
94,94,94,89,3.4285714285714284,120,2,0,6,1,1.0,1,0,1,1,0,0,2,1
54,54,54,91,4.142857142857143,145,2,0,5,1,0.0,1,2,0,1,0,0,3,1
61,61,61,78,3.857142857142857,135,1,1,7,2,1.0,0,1,0,0,0,0,3,0
66,66,66,89,2.7142857142857144,95,1,0,4,1,1.0,2,2,0,1,0,0,1,1
89,89,89,89,4.142857142857143,145,1,0,8,1,2.0,1,0,1,1,1,0,4,1
74,74,74,66,3.0,105,2,1,6,1,2.0,1,1,1,1,1,0,4,0
67,67,67,99,2.5714285714285716,90,5,1,6,1,1.0,2,1,0,1,0,0,3,1
58,58,58,93,2.2857142857142856,80,1,1,8,1,2.0,2,1,2,1,0,0,4,1
91,91,91,68,2.5714285714285716,90,1,2,8,0,2.0,1,1,0,1,1,0,3,0
51,51,51,67,2.5714285714285716,90,0,1,6,2,2.0,2,1,1,1,0,0,2,0
67,67,67,65,3.0,105,1,1,8,1,1.0,2,1,0,1,0,0,2,0
62,62,62,66,3.0,105,3,0,9,1,1.0,2,1,1,0,1,0,2,0
56,56,56,90,2.857142857142857,100,3,1,5,0,1.0,2,1,1,0,0,0,2,0
59,59,59,79,3.2857142857142856,115,1,0,8,2,2.0,0,2,0,1,0,0,4,1
75,75,75,91,3.857142857142857,135,1,0,5,1,2.0,1,2,2,1,0,0,4,1
71,71,71,90,3.7142857142857144,130,0,0,9,2,0.0,0,2,2,1,1,0,2,1
76,76,76,84,1.5714285714285714,55,3,2,6,2,2.0,0,1,0,1,0,0,3,0
86,86,86,87,0.7142857142857143,25,2,1,6,2,2.0,2,0,1,1,0,0,3,0
95,95,95,61,3.7142857142857144,130,0,1,9,2,1.0,0,1,1,1,1,0,6,0
56,56,56,72,1.7142857142857142,60,3,2,8,0,1.0,2,2,0,1,0,1,1,0
54,54,54,86,2.7142857142857144,95,1,0,6,1,2.0,2,0,2,1,1,0,5,1
66,66,66,60,1.8571428571428572,65,2,1,7,1,1.0,2,1,0,1,0,0,3,0
77,77,77,61,1.2857142857142858,45,1,0,6,2,1.0,1,1,2,0,1,0,2,1
55,55,55,94,3.2857142857142856,115,2,2,5,2,1.0,2,1,1,1,0,1,2,1
86,86,86,87,3.5714285714285716,125,4,1,7,2,0.0,0,1,1,1,1,0,2,1
78,78,78,71,2.4285714285714284,85,0,0,6,0,1.0,2,2,1,1,0,0,4,0
87,87,87,88,0.5714285714285714,20,1,0,6,1,2.0,1,2,1,1,0,0,4,0
68,68,68,92,2.4285714285714284,85,0,2,9,1,0.0,2,1,1,1,1,0,3,1
70,70,70,72,3.142857142857143,110,1,0,6,0,1.0,1,1,2,1,0,0,3,0
90,90,90,61,1.5714285714285714,55,0,2,7,0,2.0,1,1,1,1,0,0,3,0
63,63,63,97,3.0,105,0,1,9,1,1.0,2,1,1,1,0,0,1,1
69,69,69,74,2.857142857142857,100,2,0,7,2,2.0,1,2,2,1,1,0,2,1
51,51,51,64,3.2857142857142856,115,1,1,6,1,1.0,2,1,1,1,0,0,5,0
78,78,78,80,3.0,105,1,1,7,1,2.0,0,2,0,1,1,0,4,0
93,93,93,91,2.0,70,0,1,8,1,1.0,1,1,1,1,0,0,3,0
51,51,51,69,3.857142857142857,135,1,1,8,1,1.0,0,1,2,1,0,0,2,0
81,81,81,71,2.7142857142857144,95,2,1,10,2,2.0,2,1,1,1,0,0,3,1
92,92,92,70,2.857142857142857,100,2,1,6,1,0.0,2,2,1,1,0,0,3,0
75,75,75,100,2.0,70,1,0,7,0,0.0,2,1,0,1,0,0,3,0
66,66,66,68,2.4285714285714284,85,1,1,5,1,1.0,0,2,2,1,0,0,4,0
100,100,100,83,2.142857142857143,75,0,1,8,2,1.0,2,2,1,1,0,0,3,1
53,53,53,97,2.7142857142857144,95,2,1,7,1,0.0,1,2,0,1,1,0,3,1
61,61,61,66,4.285714285714286,150,0,0,7,1,2.0,2,2,2,1,1,0,2,0
94,94,94,99,1.7142857142857142,60,2,1,6,0,1.0,1,1,1,1,0,0,3,1
65,65,65,98,1.4285714285714286,50,1,1,6,0,2.0,2,1,0,1,1,0,2,0
91,91,91,95,4.142857142857143,145,1,0,7,2,1.0,1,1,0,1,0,0,3,1
67,67,67,69,2.7142857142857144,95,4,1,6,1,2.0,2,1,2,0,1,0,4,0
91,91,91,85,2.2857142857142856,80,0,2,7,1,1.0,1,2,1,1,0,0,2,1
84,84,84,90,3.7142857142857144,130,1,0,7,1,1.0,2,0,1,1,0,0,3,1
73,73,73,99,2.2857142857142856,80,1,2,5,2,1.0,2,1,1,1,1,1,5,1
76,76,76,67,4.428571428571429,155,2,1,5,0,2.0,2,2,1,1,0,0,4,1
59,59,59,91,3.4285714285714284,120,0,1,6,2,1.0,1,0,0,1,1,0,4,1
56,56,56,74,2.4285714285714284,85,1,1,9,1,2.0,0,1,1,1,1,0,3,0
86,86,86,67,4.714285714285714,165,4,1,6,2,2.0,2,1,1,1,0,1,3,1
92,92,92,77,2.2857142857142856,80,2,0,7,2,1.0,0,2,1,1,0,0,2,0
86,86,86,92,3.4285714285714284,120,3,2,5,1,2.0,1,1,1,1,0,0,2,1
96,96,96,79,3.142857142857143,110,1,1,6,0,1.0,1,2,2,1,0,0,2,1
95,95,95,82,4.0,140,0,1,5,0,0.0,1,1,2,1,0,0,3,1
89,89,89,100,4.142857142857143,145,2,1,8,2,1.0,1,2,1,1,1,0,3,1
95,95,95,76,2.857142857142857,100,4,1,5,0,2.0,2,1,0,1,0,0,3,1
58,58,58,85,2.142857142857143,75,1,2,8,1,1.0,0,1,0,1,1,0,3,0
87,87,87,75,3.2857142857142856,115,0,0,8,1,0.0,2,1,2,1,0,0,1,0
88,88,88,76,2.2857142857142856,80,0,2,7,1,1.0,2,0,0,1,0,0,2,0
58,58,58,88,4.571428571428571,160,3,0,8,0,2.0,0,1,0,1,1,0,3,1
95,95,95,98,3.0,105,0,1,10,2,1.0,1,1,1,1,0,0,1,1
50,50,50,82,2.5714285714285716,90,1,1,8,2,1.0,2,0,2,1,0,0,3,0
72,72,72,91,3.0,105,3,1,5,1,1.0,0,2,0,1,0,1,3,1
51,51,51,64,1.7142857142857142,60,2,0,9,1,1.0,1,1,0,0,0,0,4,0
76,76,76,68,2.0,70,2,1,7,1,1.0,2,2,2,1,0,0,3,0
71,71,71,80,3.857142857142857,135,4,2,10,2,0.0,1,2,0,1,0,0,2,1
81,81,81,61,2.2857142857142856,80,0,1,6,1,1.0,0,0,1,1,0,0,2,0
88,88,88,70,2.0,70,0,0,9,1,1.0,2,1,2,1,1,0,4,0
88,88,88,81,3.2857142857142856,115,1,0,7,1,1.0,2,1,0,1,0,0,4,1
86,86,86,61,3.857142857142857,135,3,1,10,2,2.0,2,2,1,1,1,0,3,1
55,55,55,71,3.4285714285714284,120,2,0,7,1,1.0,2,2,2,1,0,0,3,0
71,71,71,81,3.7142857142857144,130,0,0,10,1,1.0,2,1,1,1,1,1,5,0
91,91,91,83,2.142857142857143,75,0,1,8,1,1.0,1,0,0,1,1,0,3,0
83,83,83,97,1.5714285714285714,55,4,0,8,1,2.0,0,1,1,1,1,0,2,1
84,84,84,86,4.142857142857143,145,1,0,10,1,2.0,2,2,0,1,1,0,4,1
61,61,61,77,2.5714285714285716,90,1,1,6,1,1.0,1,2,0,1,1,0,3,0
66,66,66,97,2.5714285714285716,90,2,0,8,1,1.0,1,2,1,1,0,0,2,1
98,98,98,91,4.0,140,2,0,7,2,1.0,2,1,0,1,1,0,5,1
92,92,92,68,3.2857142857142856,115,3,1,7,0,2.0,1,0,0,0,1,0,4,0
58,58,58,65,3.2857142857142856,115,1,0,7,1,1.0,1,2,0,1,0,1,3,0
77,77,77,87,4.714285714285714,165,0,0,8,1,1.0,2,2,0,1,1,1,3,1
75,75,75,82,2.2857142857142856,80,2,1,8,1,1.0,2,0,1,1,0,0,2,0
72,72,72,92,3.7142857142857144,130,1,1,6,1,1.0,1,0,0,1,1,0,3,1
74,74,74,90,2.857142857142857,100,0,0,7,2,0.0,2,1,2,0,1,0,3,1
82,82,82,85,3.142857142857143,110,1,1,4,1,2.0,2,2,1,1,0,0,2,1
98,98,98,99,4.142857142857143,145,5,2,8,2,0.0,1,1,0,0,0,0,2,1
94,94,94,81,3.2857142857142856,115,1,2,10,2,2.0,1,0,1,1,0,0,2,1
94,94,94,65,3.2857142857142856,115,1,1,7,1,1.0,0,1,2,1,0,0,3,0
85,85,85,93,3.7142857142857144,130,1,0,5,2,2.0,2,1,2,1,0,0,3,1
51,51,51,70,2.5714285714285716,90,1,1,8,1,1.0,0,1,0,1,1,0,3,0
72,72,72,91,2.142857142857143,75,0,0,6,1,1.0,1,1,1,1,0,0,2,0
76,76,76,98,2.0,70,0,1,7,2,1.0,1,2,0,1,0,0,2,1
92,92,92,88,1.1428571428571428,40,1,2,8,1,1.0,0,1,0,1,0,0,4,0
96,96,96,84,4.571428571428571,160,1,1,8,0,1.0,2,1,0,1,0,0,3,1
73,73,73,78,1.8571428571428572,65,0,1,9,1,2.0,0,1,1,1,1,0,4,0
65,65,65,75,2.7142857142857144,95,0,0,7,1,0.0,1,1,0,1,1,0,4,0
67,67,67,74,2.5714285714285716,90,0,0,7,0,1.0,2,1,0,1,0,0,3,0
79,79,79,85,3.142857142857143,110,5,2,8,2,2.0,1,1,1,1,0,0,2,1
64,64,64,90,3.5714285714285716,125,2,1,7,1,2.0,2,1,1,1,0,0,2,1
96,96,96,87,3.5714285714285716,125,3,0,6,2,1.0,2,2,1,0,0,0,2,1
71,71,71,68,2.4285714285714284,85,1,1,8,1,2.0,1,2,1,1,1,0,2,0
100,100,100,80,2.7142857142857144,95,0,1,5,1,1.0,1,1,1,1,0,0,3,0
55,55,55,92,3.142857142857143,110,1,0,7,0,1.0,2,2,0,1,0,0,4,1
59,59,59,79,2.7142857142857144,95,2,1,5,1,1.0,1,2,0,1,1,0,2,0
76,76,76,81,4.285714285714286,150,0,1,6,1,1.0,2,2,2,1,0,0,3,1
93,93,93,91,3.2857142857142856,115,3,1,6,2,0.0,1,1,0,1,0,0,3,1
68,68,68,86,3.4285714285714284,120,3,0,6,1,2.0,2,2,0,1,0,1,3,1
92,92,92,76,3.4285714285714284,120,1,1,9,1,0.0,1,1,1,1,0,0,3,1
71,71,71,96,3.857142857142857,135,0,0,9,1,1.0,2,2,0,1,1,0,4,1
93,93,93,67,3.0,105,1,2,9,0,2.0,1,1,0,1,0,0,3,0
64,64,64,100,1.7142857142857142,60,1,1,7,1,2.0,2,1,1,1,0,0,6,1
74,74,74,65,3.142857142857143,110,2,2,6,0,1.0,2,1,1,1,0,0,1,0
64,64,64,61,2.2857142857142856,80,1,1,8,2,2.0,2,2,0,1,0,0,3,0
61,61,61,96,2.4285714285714284,85,1,0,7,2,2.0,2,2,0,1,0,0,1,1
71,71,71,70,3.4285714285714284,120,1,1,7,1,0.0,0,1,1,1,0,0,4,0
67,67,67,89,3.857142857142857,135,2,1,4,1,0.0,1,0,0,1,1,0,4,1
89,89,89,92,2.857142857142857,100,1,1,8,0,1.0,1,2,0,1,0,0,3,1
87,87,87,94,3.142857142857143,110,2,1,8,2,0.0,1,1,0,1,1,0,5,1
68,68,68,100,4.285714285714286,150,2,0,7,2,1.0,1,1,1,1,1,0,2,1
100,100,100,72,3.0,105,3,1,8,2,2.0,2,2,0,1,1,0,3,1
99,99,99,88,5.142857142857143,180,0,2,8,1,1.0,0,2,0,1,1,0,3,1
96,96,96,65,3.2857142857142856,115,0,1,6,1,0.0,2,1,0,1,0,0,3,0
79,79,79,76,1.2857142857142858,45,1,1,7,1,1.0,0,1,1,1,0,0,3,0
71,71,71,94,3.5714285714285716,125,4,0,5,2,2.0,0,2,1,1,0,0,4,1
66,66,66,75,3.142857142857143,110,0,0,9,2,1.0,1,2,0,1,1,0,2,0
51,51,51,84,4.0,140,3,1,8,1,1.0,2,1,1,0,0,0,4,1
82,82,82,80,3.4285714285714284,120,1,1,6,2,2.0,1,0,0,1,0,0,3,1
78,78,78,86,2.7142857142857144,95,2,1,8,2,1.0,0,1,1,1,0,0,4,1
81,81,81,99,1.8571428571428572,65,0,1,7,1,1.0,2,2,1,1,0,0,4,1
79,79,79,62,2.7142857142857144,95,7,0,6,2,1.0,1,1,1,1,0,0,2,0
57,57,57,83,2.142857142857143,75,0,0,7,1,1.0,2,1,1,1,1,0,3,0
85,85,85,95,2.4285714285714284,85,1,0,8,1,2.0,0,0,0,0,1,0,2,0
68,68,68,79,3.4285714285714284,120,2,2,8,0,1.0,0,0,0,1,1,0,2,0
76,76,76,63,4.285714285714286,150,1,1,10,1,1.0,1,1,1,1,0,0,4,0
68,68,68,82,3.142857142857143,110,2,2,7,2,1.0,1,1,0,1,1,0,4,1
51,51,51,73,1.8571428571428572,65,1,1,7,1,1.0,2,1,0,1,0,0,4,0
94,94,94,66,3.2857142857142856,115,1,0,8,0,2.0,1,0,1,1,1,0,3,0
57,57,57,94,3.857142857142857,135,1,1,7,1,1.0,1,1,1,1,1,0,1,1
79,79,79,81,2.2857142857142856,80,2,1,6,1,2.0,2,2,0,1,0,0,3,1
94,94,94,97,2.7142857142857144,95,2,1,6,1,1.0,1,0,2,1,0,0,4,1
61,61,61,92,2.857142857142857,100,2,1,4,1,1.0,1,2,2,1,0,0,4,1
71,71,71,88,2.142857142857143,75,1,1,8,0,0.0,2,0,0,0,1,0,2,0
69,69,69,60,3.4285714285714284,120,1,1,5,2,2.0,1,0,1,1,0,0,5,0
54,54,54,77,2.7142857142857144,95,3,0,6,2,1.0,0,1,2,1,1,0,2,0
71,71,71,68,3.2857142857142856,115,3,2,7,1,0.0,2,2,1,1,0,0,3,1
74,74,74,96,2.142857142857143,75,2,1,7,2,0.0,2,1,0,1,1,0,2,1
51,51,51,67,2.4285714285714284,85,3,1,10,2,1.0,2,1,0,1,0,0,5,0
74,74,74,71,3.4285714285714284,120,1,1,5,1,1.0,2,1,1,1,1,0,3,0
55,55,55,81,2.5714285714285716,90,3,0,10,1,1.0,0,0,0,1,0,0,2,0
95,95,95,71,4.285714285714286,150,1,2,9,2,1.0,1,1,1,0,0,0,4,1
83,83,83,68,2.5714285714285716,90,1,0,8,1,1.0,2,2,0,1,0,0,2,0
53,53,53,84,3.0,105,2,0,9,1,2.0,0,0,1,1,0,0,3,0
91,91,91,64,3.7142857142857144,130,1,2,8,2,1.0,2,1,1,1,0,0,4,1
68,68,68,62,1.5714285714285714,55,2,1,4,1,1.0,0,2,2,1,0,0,3,0
61,61,61,75,1.2857142857142858,45,3,2,8,2,0.0,1,0,1,1,0,0,3,0
63,63,63,89,1.5714285714285714,55,0,1,5,1,1.0,1,1,1,1,0,0,2,0
80,80,80,82,4.0,140,1,1,6,1,1.0,1,1,0,1,1,0,5,1
54,54,54,77,2.4285714285714284,85,1,0,7,1,2.0,2,1,0,1,0,0,2,0
53,53,53,83,5.0,175,1,1,6,1,1.0,1,0,0,1,1,0,2,1
81,81,81,75,2.4285714285714284,85,3,0,8,2,1.0,1,1,2,1,0,1,3,0
99,99,99,97,3.0,105,1,2,7,1,2.0,1,2,1,1,0,0,1,1
74,74,74,62,4.142857142857143,145,1,1,8,2,1.0,0,1,0,1,1,1,3,0
